reviewer_id,listing_id,rating
39339,5308475,3.7060492
39339,4143561,3.7057724
39339,9857049,3.670006
39339,9757412,3.6593947
44502,7860369,1.9119321
44502,1850260,1.8976916
44502,8302844,1.7453462
44502,7035556,1.6692942
44502,1102623,1.6429456
44502,4718577,1.6041566
44502,13640138,1.5625072
44502,3303497,1.5537636
44502,8720718,1.5510334
44502,6027467,1.5438745
49381,9727523,4.2063475
49381,217498,3.811884
49381,11441717,3.469668
49381,28150,3.448363
49381,2881388,3.1529899
49381,13460331,3.131728
49381,11498416,3.1158783
49381,5076880,3.068449
49381,7920541,3.046827
49381,9390951,3.0416856
51538,5729845,3.8321505
51538,4331214,3.8305185
51538,9107357,3.4589322
51538,13140867,3.4268377
51538,8402408,3.3181179
51538,2886933,3.1990647
51538,2219399,3.137028
51538,4698367,3.0800006
51538,6151079,3.0283508
51538,8302844,2.9610887
61497,48612,3.834716
61497,6317722,3.1565335
61497,13591607,2.9824398
61497,4160585,2.9585972
61497,54487,2.9249575
61497,5526487,2.898046
61497,7377034,2.8713717
61497,1544702,2.8418179
61497,7368611,2.8415823
61497,12365454,2.818847
72087,8316068,2.170296
72087,891953,1.8855094
72087,10266928,1.8050156
72087,749247,1.7740009
72087,4900659,1.7603674
72087,4089940,1.7589656
72087,7540480,1.7353276
72087,6151079,1.7255397
72087,12784064,1.7157986
72087,6167184,1.6705793
76692,31796,3.7868013
76692,10749794,3.7116284
76692,8704161,3.512678
76692,2216767,3.3597198
76692,9727523,3.3258958
76692,6574771,3.313523
76692,11211273,3.301502
76692,3967611,3.2741423
76692,13478348,3.254179
76692,12034317,3.223145
77305,44205,3.7998955
77305,1541166,3.7800705
77305,5076880,3.5435278
77305,10279083,3.4028938
77305,6686224,3.3576884
77305,7796658,3.2561188
77305,11147761,3.1983516
77305,986399,3.154398
77305,4405982,3.1428983
77305,7497047,3.0904632
80285,31796,1.8934007
80285,10749794,1.8558142
80285,8704161,1.756339
80285,2216767,1.6798599
80285,9727523,1.6629479
80285,6574771,1.6567615
80285,11211273,1.650751
80285,3967611,1.6370711
80285,13478348,1.6270895
80285,12034317,1.6115725
87592,210097,3.786518
87592,13306811,3.759314
87592,2395326,3.7557144
87592,1066767,3.6441634
87592,8536127,3.6085236
87592,5166870,3.5414672
87592,8563141,3.5268424
87592,10883063,3.3836446
87592,9841140,3.271917
87592,12618291,3.2247663
88533,708802,4.769687
88533,1541166,4.6961946
88533,879929,4.1848507
88533,4080000,4.0684705
88533,1179399,4.060646
88533,5019306,3.9635103
88533,11986653,3.9124165
88533,1401625,3.7718022
88533,5076880,3.7444162
88533,10995355,3.7341971
89932,9383459,3.8197935
89932,7740436,3.5947747
89932,9727523,3.4869673
89932,2776143,3.485283
89932,3866526,3.4574406
89932,8758450,3.44752
89932,5478135,3.2173684
89932,1775935,3.1689513
89932,2295530,3.1398487
89932,11584799,3.1109617
90127,72811,3.8295925
90127,11041684,3.3867812
90127,5308475,3.3529363
90127,8563141,3.3168855
90127,7832890,3.1848168
90127,4489490,3.1848168
90127,11223924,3.1806095
90127,10478553,3.1291041
90127,986399,3.1055138
90127,3129309,3.1024761
97683,213086,3.9396482
97683,47521,3.7790306
97683,12855005,3.7164211
97683,8006992,3.6752536
97683,14404992,3.4007878
97683,164418,3.3952472
97683,8886703,3.3485372
97683,8704828,3.2810783
97683,1471373,3.2256765
97683,7728508,3.1794512
98387,182613,3.8351831
98387,9857049,3.4350228
98387,3668038,3.391337
98387,9549850,3.2932942
98387,2723274,2.9997942
98387,8988506,2.9722311
98387,6291807,2.954421
98387,2998554,2.929159
98387,5166870,2.8883202
98387,4278067,2.82503
102688,31796,4.733502
102688,10749794,4.6395354
102688,8704161,4.390847
102688,2216767,4.19965
102688,9727523,4.1573696
102688,6574771,4.141904
102688,11211273,4.1268773
102688,3967611,4.092678
102688,13478348,4.0677238
102688,12034317,4.0289316
105353,45987,3.8304145
105353,11662212,3.4054666
105353,369940,3.136087
105353,5976821,3.0400443
105353,3520353,3.0400126
105353,3601424,2.9691868
105353,3309941,2.9603536
105353,4586590,2.9168687
105353,7920759,2.9114046
105353,9541295,2.8782947
110024,4149974,3.832186
110024,8316068,3.6194706
110024,13140867,3.1891491
110024,321328,3.1757402
110024,1658983,3.1742387
110024,7434871,3.1494133
110024,801722,3.0883265
110024,4261781,3.0626502
110024,11653496,3.0538652
110024,7879708,3.0289304
111288,1529321,3.830387
111288,5076880,3.8260956
111288,1401625,3.7029045
111288,4278873,3.6350307
111288,7277653,3.5067074
111288,9727523,3.3774366
111288,7914359,3.1576746
111288,11240774,3.1016538
111288,3792147,3.0371873
111288,5478135,3.013791
114538,77691,3.7992833
114538,11462476,3.6589596
114538,2810123,3.53995
114538,13414159,3.3309057
114538,4879579,3.3060074
114538,13005579,3.3017209
114538,9840919,3.2433844
114538,7194793,3.2073343
114538,2947662,3.1527798
114538,8170181,3.1095955
118389,10253591,2.4923377
118389,5904732,2.3446407
118389,3303497,2.3205073
118389,8555187,2.2362056
118389,5074924,2.204365
118389,5067019,2.157359
118389,10494550,2.14043
118389,11572070,2.13994
118389,13110084,2.1368985
118389,5506,2.1124334
119870,9860,3.8272414
119870,2886933,3.5028467
119870,3967611,3.4703388
119870,11462476,3.416665
119870,3198169,3.3771462
119870,8302844,3.346227
119870,3377871,3.0317526
119870,1102623,3.0011199
119870,13433298,2.9452
119870,3094942,2.9341779
121528,1724900,3.779934
121528,568234,3.6045923
121528,5076880,3.3550155
121528,1401625,3.3001423
121528,2378421,3.2134671
121528,1873046,3.2122867
121528,10113230,3.185243
121528,14094279,3.1233742
121528,9857,3.1006627
121528,716245,3.0803742
121960,7713728,4.824507
121960,13171246,3.5312376
121960,4105704,3.5264535
121960,11240774,3.4363885
121960,13698137,3.404311
121960,13064781,3.3014202
121960,4718577,3.279013
121960,11758169,3.2584329
121960,10264774,3.243095
121960,2823378,3.2216988
125845,20000,3.810822
125845,12081834,3.5403924
125845,12426977,3.2854047
125845,9857049,3.2506938
125845,8981656,3.1266646
125845,5019306,3.123842
125845,2277821,3.0445447
125845,7723492,3.0146124
125845,8351880,3.0069413
125845,6065674,3.0018706
129249,1498719,4.219675
129249,14072256,3.817746
129249,7527149,3.7499478
129249,10860611,3.7355375
129249,29765,3.697852
129249,13331733,3.6645002
129249,12390027,3.6375954
129249,2862120,3.6030524
129249,9826706,3.5952294
129249,10231714,3.5755384
132317,6879036,2.4531982
132317,13327034,2.3536305
132317,1724900,2.3364022
132317,8422876,2.3144145
132317,8758450,2.2157283
132317,13460331,2.210186
132317,14673441,2.2015243
132317,7246272,2.1177013
132317,879929,2.0243855
132317,716245,2.0238857
134546,11653496,2.7508664
134546,8316068,2.7012851
134546,332225,2.565095
134546,13800505,2.4761238
134546,1090413,2.404333
134546,6741968,2.3728418
134546,1821633,2.3240924
134546,9549850,2.303343
134546,2723274,2.2682965
134546,2722165,2.2464092
138965,9727523,2.9783096
138965,205894,2.8579803
138965,3792147,2.7863972
138965,11441717,2.6469054
138965,1401625,2.5749056
138965,8340072,2.5048773
138965,7740436,2.5047739
138965,6248970,2.4665263
138965,1529321,2.412249
138965,6261296,2.399546
139908,2947662,3.85054
139908,7860369,3.1272151
139908,4879579,3.1109185
139908,13101775,3.0571682
139908,8302844,2.9258718
139908,12365454,2.8762157
139908,990668,2.8361132
139908,2823378,2.80266
139908,2043261,2.7958343
139908,2723274,2.7665844
141069,1584362,3.8238187
141069,7840797,3.0700736
141069,10253591,3.0546627
141069,4560053,3.0053885
141069,7630340,2.9611416
141069,13994056,2.947071
141069,11041684,2.9067266
141069,1264217,2.8938475
141069,3890373,2.8916922
141069,1887507,2.8762054
146962,9727523,4.2063475
146962,217498,3.811884
146962,11441717,3.469668
146962,28150,3.448363
146962,2881388,3.1529899
146962,13460331,3.131728
146962,11498416,3.1158783
146962,5076880,3.068449
146962,7920541,3.046827
146962,9390951,3.0416856
153116,31796,3.7868013
153116,10749794,3.7116284
153116,8704161,3.512678
153116,2216767,3.3597198
153116,9727523,3.3258958
153116,6574771,3.313523
153116,11211273,3.301502
153116,3967611,3.2741423
153116,13478348,3.254179
153116,12034317,3.223145
171030,13908638,3.8108306
171030,4638356,3.2194319
171030,4546333,3.1960633
171030,7723492,3.192406
171030,220676,3.182362
171030,5405928,3.1417122
171030,1303261,3.096369
171030,4359160,3.0781705
171030,11788394,3.074504
171030,8595650,3.065125
177065,36885,4.8006816
177065,625012,4.569066
177065,12154934,3.8791194
177065,213086,3.837016
177065,13005579,3.7976928
177065,6444303,3.7529845
177065,13674964,3.6461458
177065,1042420,3.6398172
177065,7575052,3.6210606
177065,14308511,3.6129274
180627,31796,3.7868013
180627,10749794,3.7116284
180627,8704161,3.512678
180627,2216767,3.3597198
180627,9727523,3.3258958
180627,6574771,3.313523
180627,11211273,3.301502
180627,3967611,3.2741423
180627,13478348,3.254179
180627,12034317,3.223145
182522,6992859,1.8804117
182522,12761363,1.8736787
182522,1166808,1.8635111
182522,6886946,1.8245422
182522,9107357,1.8187455
182522,11462476,1.7142416
182522,4075898,1.6404558
182522,14091605,1.6400698
182522,950046,1.6307572
182522,4698367,1.602139
183244,3701108,3.800773
183244,4303606,3.386535
183244,986399,3.2576234
183244,3677662,3.148702
183244,6088708,3.1467748
183244,8231382,3.1173453
183244,8556025,3.1081026
183244,2848239,3.0841503
183244,4555637,3.0697503
183244,4143561,3.0589063
186842,6310903,2.8666046
186842,10253591,2.6831574
186842,2683284,2.6406713
186842,13190410,2.4815476
186842,3905508,2.4793932
186842,13140867,2.3586051
186842,12592117,2.2850356
186842,8548176,2.2624435
186842,7900936,2.2362833
186842,10434883,2.2264438
189243,496022,3.8343022
189243,6317304,3.1498992
189243,8799256,3.1379166
189243,9824,3.1060386
189243,2174711,3.0564241
189243,225979,3.0433269
189243,1071235,3.0261955
189243,5146580,3.0017416
189243,9493951,2.9881082
189243,13594886,2.9771996
189435,31796,1.8934007
189435,10749794,1.8558142
189435,8704161,1.756339
189435,2216767,1.6798599
189435,9727523,1.6629479
189435,6574771,1.6567615
189435,11211273,1.650751
189435,3967611,1.6370711
189435,13478348,1.6270895
189435,12034317,1.6115725
189584,77691,3.7992833
189584,11462476,3.6589596
189584,2810123,3.53995
189584,13414159,3.3309057
189584,4879579,3.3060074
189584,13005579,3.3017209
189584,9840919,3.2433844
189584,7194793,3.2073343
189584,2947662,3.1527798
189584,8170181,3.1095955
204501,2931271,3.8342776
204501,1819994,3.2174757
204501,4879579,3.1709175
204501,1321422,3.1601985
204501,2823378,3.093912
204501,8886703,3.0880752
204501,2277821,3.0024784
204501,8351880,2.9225447
204501,7880828,2.9210932
204501,1956275,2.8839016
208324,11758169,2.1769457
208324,13171246,2.1453986
208324,3181719,2.0494695
208324,12639344,1.9872848
208324,7134081,1.9112251
208324,4793787,1.9046018
208324,6214710,1.8671803
208324,2898226,1.866128
208324,10328539,1.8136073
208324,8886703,1.8051364
210554,45987,4.788018
210554,11662212,4.256833
210554,369940,3.9201083
210554,5976821,3.8000555
210554,3520353,3.8000157
210554,3601424,3.7114835
210554,3309941,3.7004418
210554,4586590,3.6460857
210554,7920759,3.6392555
210554,9541295,3.5978682
215338,447826,3.8182774
215338,1110423,3.4572678
215338,3866526,3.415689
215338,8886703,3.2587729
215338,7086825,3.139977
215338,12957423,3.0966337
215338,11121872,3.043528
215338,13450030,3.027826
215338,8011545,3.0017111
215338,4340110,2.962085
233621,1110423,1.913596
233621,447826,1.6438322
233621,8886703,1.5713571
233621,7728499,1.5575002
233621,12957423,1.5462077
233621,6214710,1.5320464
233621,8011545,1.5319815
233621,14091605,1.5034318
233621,12815192,1.4657682
233621,1704090,1.4544837
233698,5874408,3.8333042
233698,6291807,3.2902062
233698,4586590,3.2851465
233698,9698226,3.1917453
233698,6151079,3.0874932
233698,4928894,3.0742402
233698,3653207,3.001619
233698,12390027,2.9716706
233698,7840797,2.8882613
233698,3520353,2.8367326
234146,12560987,1.8853614
234146,5166870,1.8572233
234146,1090413,1.8215439
234146,2219399,1.7913599
234146,12916551,1.7837876
234146,4331214,1.7626891
234146,5729845,1.7469537
234146,1821633,1.7337105
234146,11842312,1.7193985
234146,8402408,1.7118205
235505,20000,1.905411
235505,12081834,1.7701962
235505,12426977,1.6427023
235505,9857049,1.6253469
235505,8981656,1.5633323
235505,5019306,1.561921
235505,2277821,1.5222723
235505,7723492,1.5073062
235505,8351880,1.5034707
235505,6065674,1.5009353
237059,77691,2.8494623
237059,11462476,2.74422
237059,2810123,2.6549625
237059,13414159,2.4981792
237059,4879579,2.4795053
237059,13005579,2.4762907
237059,9840919,2.4325383
237059,7194793,2.4055007
237059,2947662,2.3645847
237059,8170181,2.3321967
241342,54487,3.8316116
241342,1544702,3.178839
241342,6317722,3.1500266
241342,48612,2.9798975
241342,4160585,2.9002972
241342,4555637,2.892066
241342,13327034,2.8707137
241342,6870366,2.855736
241342,6765855,2.8028057
241342,6432655,2.7911737
242115,8828147,3.8351896
242115,4456987,3.2482605
242115,3434614,3.143171
242115,10653150,3.1155128
242115,13266176,3.0533645
242115,6268805,3.025479
242115,5308475,3.01951
242115,12290886,2.9179287
242115,7434871,2.897669
242115,8480507,2.892362
242381,3344639,3.8238564
242381,8563141,3.2237043
242381,13275308,3.0133955
242381,801680,3.0060604
242381,7479725,3.0030882
242381,3012529,2.989394
242381,4555637,2.9635968
242381,5075267,2.9499412
242381,3931204,2.9473789
242381,1066767,2.9374104
250905,213086,2.9547362
250905,47521,2.8342729
250905,12855005,2.7873158
250905,8006992,2.7564402
250905,14404992,2.550591
250905,164418,2.5464354
250905,8886703,2.5114028
250905,8704828,2.4608088
250905,1471373,2.4192576
250905,7728508,2.3845885
264982,12308161,2.8729796
264982,13171246,2.6931329
264982,3068453,2.3549116
264982,7749568,2.333763
264982,8096900,2.2998405
264982,2846739,2.2561483
264982,6214710,2.2454975
264982,5067019,2.200786
264982,213086,2.1405652
264982,4609785,2.1328795
265476,66288,3.8010201
265476,5308475,3.2869716
265476,13531200,3.267835
265476,8274008,3.2153265
265476,8316068,3.177305
265476,4638356,3.1479826
265476,7633883,3.137457
265476,14086516,3.130377
265476,9239190,3.1025906
265476,9590679,3.0683436
270148,3749523,3.8273792
270148,10749794,3.8211603
270148,13969106,3.1572492
270148,12409042,3.0609465
270148,21337,3.0470378
270148,8704161,3.0322063
270148,2810123,3.0220277
270148,1454258,3.0072277
270148,6574771,3.0056043
270148,1937433,3.005482
270974,13077603,3.7785668
270974,3377100,3.7770092
270974,3653207,3.6909237
270974,11983286,3.6425774
270974,4118162,3.5942335
270974,4586590,3.5829368
270974,10537553,3.4854705
270974,12303347,3.4246666
270974,6390634,3.3507895
270974,9698226,3.292883
272353,2515870,3.8405843
272353,3344322,3.100568
272353,11498416,3.0191185
272353,4879579,2.9162722
272353,196806,2.8962343
272353,7475215,2.874475
272353,1066767,2.8683271
272353,9862792,2.811547
272353,11041684,2.808776
272353,13494185,2.79738
278078,66288,3.8010201
278078,5308475,3.2869716
278078,13531200,3.267835
278078,8274008,3.2153265
278078,8316068,3.177305
278078,4638356,3.1479826
278078,7633883,3.137457
278078,14086516,3.130377
278078,9239190,3.1025906
278078,9590679,3.0683436
280179,45987,1.9152073
280179,11662212,1.7027333
280179,369940,1.5680435
280179,5976821,1.5200222
280179,3520353,1.5200063
280179,3601424,1.4845934
280179,3309941,1.4801768
280179,4586590,1.4584343
280179,7920759,1.4557023
280179,9541295,1.4391474
283717,6323935,3.867799
283717,6075481,3.7235305
283717,8886703,3.5984101
283717,11120777,3.5933273
283717,11986653,3.5591397
283717,13578106,3.5143597
283717,12957423,3.458363
283717,4303606,3.4410422
283717,12815192,3.4160879
283717,1179399,3.2976208
287795,13110347,3.818984
287795,7239024,3.3225222
287795,3539510,3.158422
287795,1873046,3.1212723
287795,6552654,3.0108426
287795,2862120,2.967173
287795,5166870,2.96135
287795,14153636,2.9564524
287795,8518237,2.9382675
287795,7840797,2.9268768
295310,9860,3.8272414
295310,2886933,3.5028467
295310,3967611,3.4703388
295310,11462476,3.416665
295310,3198169,3.3771462
295310,8302844,3.346227
295310,3377871,3.0317526
295310,1102623,3.0011199
295310,13433298,2.9452
295310,3094942,2.9341779
296797,6552654,3.8141448
296797,7840797,3.5898614
296797,8518237,3.341589
296797,1445064,3.2825189
296797,7239024,3.2637224
296797,6823017,3.2584796
296797,93505,3.2036679
296797,849408,3.1467063
296797,6972426,3.130378
296797,5166870,3.1298735
305238,8065282,3.8082588
305238,5616179,3.3724096
305238,8751275,3.264604
305238,3303497,3.2467206
305238,9346513,3.2326584
305238,9493951,3.2249584
305238,849408,3.2075503
305238,4586590,3.105769
305238,5019306,3.084722
305238,3901439,3.0133395
307789,5709298,3.8162632
307789,6355733,3.3391383
307789,9207914,3.3280988
307789,8252058,3.2196872
307789,2886933,3.217167
307789,8302844,3.1160176
307789,9218312,3.1104782
307789,7693354,2.9629476
307789,14469677,2.8971536
307789,14308511,2.8938723
326498,1471373,3.8239107
326498,6954861,2.9491906
326498,6268805,2.9475722
326498,5308475,2.9172926
326498,9237653,2.884204
326498,4638356,2.8237727
326498,826706,2.7828314
326498,6598203,2.770219
326498,6444148,2.7233253
326498,14404992,2.7181191
330082,4765070,3.7818952
330082,3539510,3.780605
330082,2810123,3.7385693
330082,1864705,3.6966052
330082,9367059,3.6499288
330082,8384444,3.6304677
330082,1541166,3.5499814
330082,6119918,3.5419521
330082,716245,3.3790107
330082,1724900,3.3638039
337935,7368611,3.9116158
337935,11902134,3.7700007
337935,1264217,3.7387466
337935,8815257,3.7119095
337935,9208166,3.6802323
337935,5990808,3.674965
337935,14308511,3.655737
337935,7018497,3.628487
337935,6598203,3.6179388
337935,70481,3.4939325
338385,11275963,3.8320673
338385,4900659,3.2502403
338385,8316068,3.047852
338385,3987926,3.0153427
338385,11788394,2.9961505
338385,8224214,2.9524086
338385,570493,2.9500113
338385,12580274,2.9302018
338385,7540480,2.9278154
338385,11240774,2.9210262
340824,2022303,3.829091
340824,986399,3.391953
340824,4303606,3.2761426
340824,1541166,3.2349038
340824,4555637,3.0476508
340824,6489209,3.0075793
340824,12580274,2.9733343
340824,6911945,2.9275525
340824,6038520,2.90543
340824,6870366,2.8789613
344038,8172380,3.768996
344038,7840797,3.7099104
344038,1936861,3.6820836
344038,2843596,3.6574159
344038,8228903,3.6537971
344038,3363097,3.606287
344038,8521792,3.59558
344038,5067019,3.5771437
344038,9107357,3.577055
344038,1584362,3.572876
344593,2776143,3.8050487
344593,9383459,3.7704554
344593,8758450,3.5433009
344593,9727523,3.4567077
344593,3866526,3.4555385
344593,5478135,3.438684
344593,11584799,3.4079077
344593,2326445,3.3426955
344593,7740436,3.1760914
344593,1775935,3.1589372
346046,60029,3.8323295
346046,40601,3.8186548
346046,69369,3.818578
346046,7840797,3.3849838
346046,11653496,3.139559
346046,8316068,3.137968
346046,11474006,3.1199677
346046,400067,3.1192644
346046,7441144,3.116543
346046,10734159,3.0846477
357859,9727523,4.2063475
357859,217498,3.811884
357859,11441717,3.469668
357859,28150,3.448363
357859,2881388,3.1529899
357859,13460331,3.131728
357859,11498416,3.1158783
357859,5076880,3.068449
357859,7920541,3.046827
357859,9390951,3.0416856
362507,10855052,3.7972207
362507,10328539,3.606534
362507,10106081,3.3465338
362507,9725178,3.3085742
362507,11441717,3.2875957
362507,6248970,3.252197
362507,2947662,3.216098
362507,8302844,3.1400914
362507,990668,3.119365
362507,7205210,3.0609624
376297,1912940,3.8021464
376297,801680,3.276339
376297,10478553,3.2740214
376297,4555637,3.229315
376297,8563141,3.1672041
376297,6213822,3.077289
376297,14603878,3.0759559
376297,10883063,2.996667
376297,2395326,2.9876497
376297,6088708,2.9855468
385847,1498719,2.1098375
385847,14072256,1.908873
385847,7527149,1.8749739
385847,10860611,1.8677688
385847,29765,1.848926
385847,13331733,1.8322501
385847,12390027,1.8187977
385847,2862120,1.8015262
385847,9826706,1.7976147
385847,10231714,1.7877692
387916,257588,3.827836
387916,10749794,3.686647
387916,10835494,3.1548576
387916,8166076,3.022105
387916,7205210,3.0038047
387916,5405928,2.997015
387916,14843050,2.9498813
387916,2811937,2.9189527
387916,4767023,2.890312
387916,3749523,2.881518
388455,526970,3.8426497
388455,1648950,3.7863736
388455,3967611,3.5030766
388455,1445064,3.3848727
388455,1544702,3.3209634
388455,11147761,3.1779916
388455,8518237,3.1472735
388455,57800,3.1289454
388455,7181950,3.114122
388455,13589,3.1110506
390734,1071235,4.794251
390734,2810123,4.294937
390734,4909590,4.0227613
390734,6151079,3.8403952
390734,9824,3.7743447
390734,2658094,3.763186
390734,496022,3.757668
390734,225979,3.7348843
390734,3032367,3.733788
390734,2764624,3.708179
392875,213086,3.9396482
392875,47521,3.7790306
392875,12855005,3.7164211
392875,8006992,3.6752536
392875,14404992,3.4007878
392875,164418,3.3952472
392875,8886703,3.3485372
392875,8704828,3.2810783
392875,1471373,3.2256765
392875,7728508,3.1794512
397617,5783197,3.8294294
397617,6343532,3.4148974
397617,10964552,3.3662503
397617,1510876,3.3333852
397617,13275308,3.0129766
397617,10494550,2.926427
397617,11572070,2.926338
397617,6355733,2.9255378
397617,7630340,2.8942525
397617,14780153,2.887293
402257,36885,3.8405461
402257,625012,3.6552536
402257,12154934,3.1032956
402257,213086,3.0696125
402257,13005579,3.0381544
402257,6444303,3.0023878
402257,13674964,2.9169161
402257,1042420,2.9118536
402257,7575052,2.896849
402257,14308511,2.8903418
405376,1861070,3.8595488
405376,213086,3.122569
405376,4609785,2.9750123
405376,5166870,2.8850121
405376,4580825,2.8575437
405376,6151079,2.855237
405376,4558443,2.73268
405376,12253029,2.6535325
405376,9813223,2.6429386
405376,2810123,2.6372147
405758,45987,3.8304145
405758,11662212,3.4054666
405758,369940,3.136087
405758,5976821,3.0400443
405758,3520353,3.0400126
405758,3601424,2.9691868
405758,3309941,2.9603536
405758,4586590,2.9168687
405758,7920759,2.9114046
405758,9541295,2.8782947
413591,6432655,3.807749
413591,8700820,3.4102237
413591,1264217,3.4022875
413591,13275308,3.2808552
413591,9541295,3.1959522
413591,54487,3.1867096
413591,3866526,3.1690497
413591,8563141,3.1538215
413591,7225376,3.1416993
413591,1966195,3.1067603
419176,3302294,3.8025222
419176,5067019,3.5778763
419176,2583074,3.3436933
419176,2219399,3.264373
419176,1203014,3.243472
419176,5718801,3.2410376
419176,3870046,3.1948328
419176,13007124,3.192238
419176,5174821,3.1871154
419176,6134867,3.1422188
420799,70481,3.834567
420799,1264217,3.4435766
420799,9541295,3.353887
420799,14083611,3.1034176
420799,1885386,2.9877076
420799,8097453,2.9576278
420799,5076880,2.8626492
420799,8613870,2.8477554
420799,3309941,2.830465
420799,13434817,2.7847173
428416,5153080,4.8084216
428416,13140867,3.9510033
428416,13800505,3.6508968
428416,8354938,3.5674453
428416,2810123,3.5335674
428416,11841986,3.523247
428416,6291807,3.4735363
428416,1658983,3.4602783
428416,12109171,3.4493222
428416,3050565,3.4492838
429810,72811,3.8295925
429810,11041684,3.3867812
429810,5308475,3.3529363
429810,8563141,3.3168855
429810,7832890,3.1848168
429810,4489490,3.1848168
429810,11223924,3.1806095
429810,10478553,3.1291041
429810,986399,3.1055138
429810,3129309,3.1024761
433355,5714786,3.83343
433355,3032367,3.6891093
433355,1724900,3.64518
433355,13005579,3.28824
433355,13251243,3.0860639
433355,4080000,3.076669
433355,11240774,2.9684055
433355,2126053,2.9338813
433355,4879579,2.9067469
433355,1541166,2.8883927
438938,1936861,3.8035994
438938,5067019,3.7382956
438938,1185034,3.5704715
438938,3870046,3.5362678
438938,7900936,3.4104052
438938,1692573,3.343127
438938,8548176,3.341652
438938,4560053,3.267668
438938,13007124,3.2162614
438938,3905508,3.1845849
439135,8662258,3.8314114
439135,2823378,3.5102184
439135,12233225,3.2341924
439135,13979354,3.0477073
439135,8930592,3.0421531
439135,4358181,3.0215864
439135,13578106,2.9939759
439135,4112178,2.9717734
439135,4015972,2.939908
439135,8717204,2.9301538
442537,250983,1.9113258
442537,5067019,1.6743888
442537,213086,1.6112137
442537,5295491,1.5759323
442537,3977877,1.5535122
442537,2846739,1.5491514
442537,1885825,1.4782887
442537,13171246,1.4675568
442537,12308161,1.463064
442537,197972,1.4439735
444564,820073,4.8183107
444564,798957,3.725338
444564,197146,3.6190374
444564,10070404,3.6050425
444564,10138904,3.6034935
444564,9577988,3.5620735
444564,11147761,3.5208874
444564,5455004,3.483158
444564,13591607,3.4740956
444564,2021489,3.4680405
444837,2798787,3.8349063
444837,3198169,3.1987698
444837,12304165,3.1179752
444837,14092792,2.9167674
444837,3419711,2.8970149
444837,213086,2.8898816
444837,5308475,2.8787203
444837,3967611,2.8567343
444837,13100828,2.8294554
444837,6780300,2.8201902
446426,66288,3.8010201
446426,5308475,3.2869716
446426,13531200,3.267835
446426,8274008,3.2153265
446426,8316068,3.177305
446426,4638356,3.1479826
446426,7633883,3.137457
446426,14086516,3.130377
446426,9239190,3.1025906
446426,9590679,3.0683436
446480,414419,1.9038347
446480,13993185,1.704875
446480,8096900,1.577219
446480,7728508,1.5668274
446480,2014882,1.5283074
446480,13800505,1.5282711
446480,2657905,1.5254569
446480,1704090,1.4509094
446480,6921672,1.4380004
446480,1835533,1.4253032
446662,994138,4.786689
446662,3842286,4.1406326
446662,11986653,4.0692153
446662,1445064,3.9122777
446662,6323935,3.8584774
446662,11120777,3.7962167
446662,7441144,3.786994
446662,400067,3.7857249
446662,2658094,3.6627123
446662,7840797,3.594948
447246,336960,3.7952821
447246,4089940,3.609513
447246,2326445,3.3605082
447246,11873789,3.240948
